maxPlayerLevel;numberOfAttemptedLevels;attemptsOnTheHighestLevel;totalNumOfAttempts;averageNumOfTurnsPerCompletedLevel;doReturnOnLowerLevels;numberOfBoostersUsed;fractionOfUsefullBoosters;totalScore;totalBonusScore;totalStarsCount;numberOfDaysActuallyPlayed 
27;28;3;52;17.3703703704;0;15;0.6666666667;5948000;4450;57;3
2;3;1;3;3;0;0;0;232000;400;5;1
3;4;1;4;8;0;0;0;798000;900;8;1
37;21;3;36;20.15;1;13;0.4615384615;4391000;3600;50;5
13;14;5;28;15.4615384615;0;3;1;2988000;2900;36;3
9;10;2;17;14;1;7;0.4285714286;2159000;1875;23;1
11;12;4;16;13.0909090909;0;3;0.6666666667;2169000;2050;28;1
25;26;4;41;17.24;0;12;0.8333333333;5803000;4450;58;3
19;20;4;30;16.5263157895;0;7;0.7142857143;5080000;3600;45;3
5;6;1;6;10.5;0;1;1;1417000;1400;14;1
21;16;6;37;19.2666666667;0;5;0.4;2639000;1825;27;4
65;51;24;220;21.56;0;22;0.5;12903000;8325;110;12
58;59;17;138;19.6271186441;1;31;0.7096774194;14746000;9550;125;8
14;15;2;25;15.8571428571;0;5;0.8;3333000;2325;31;2
21;22;9;40;17.3333333333;0;11;0.6363636364;4558000;3225;43;4
0;1;1;1;3;0;0;0;113000;250;0;1
16;16;5;31;14.875;1;6;1;6389000;3650;47;3
5;6;1;7;10.2;0;1;1;828000;1050;13;2
46;13;7;95;21.9166666667;0;9;0.2222222222;2094000;1625;21;6
20;21;1;42;16.9;0;3;0.6666666667;5724000;3425;43;2
9;10;2;12;14.1;0;2;1;1990000;1975;24;1
49;16;8;110;21.3571428571;1;15;0.2;2339000;1800;23;9
5;6;1;6;9.3333333333;0;1;1;1193000;1300;14;2
60;61;2;140;19.4761904762;1;28;0.6428571429;16188000;10300;133;11
38;15;1;36;24.6666666667;0;14;0.5714285714;3648000;2350;32;6
21;22;6;35;16.0476190476;0;8;0.625;4680000;3175;44;4
21;22;14;46;16.8095238095;0;8;0.5;4758000;3375;45;4
1;2;1;2;5;0;0;0;276000;500;3;1
8;9;1;9;13.4444444444;0;2;1;1652000;1600;18;1
6;7;1;7;11.7142857143;0;3;1;1540000;1100;12;1
4;5;1;5;8;0;1;0;932000;1000;12;1
1;2;1;2;4.5;0;0;0;244000;500;3;1
50;29;12;116;23.7142857143;0;5;0.2;5916000;4800;61;9
3;4;1;5;8.25;0;0;0;825000;900;8;1
8;9;1;9;14;0;2;1;2101000;1975;21;1
6;7;1;7;10.1666666667;0;2;0.5;1386000;1400;17;1
13;14;2;34;15;1;4;0.75;4672000;2900;36;2
9;10;1;12;14.2;0;6;0.8333333333;1781000;1950;24;1
21;4;4;13;17.3333333333;0;3;0.6666666667;473000;225;4;2
14;7;1;10;18;0;5;0.6;1527000;1250;18;1
10;11;3;15;13.9;0;3;1;2007000;1875;26;1
10;11;10;33;15;1;11;0.6363636364;3872000;2150;27;3
21;22;2;25;17;0;6;0.8333333333;4723000;3450;47;3
1;2;1;2;5;0;0;0;319000;500;3;1
1;2;1;3;4;1;0;0;339000;400;3;1
5;6;1;6;9.6666666667;0;1;1;1225000;1200;13;1
34;9;11;27;26.125;0;11;0.5454545455;1693000;1175;16;5
12;13;1;15;15.1538461538;0;3;1;2677000;2425;31;1
21;22;2;30;15.92;1;8;0.75;6470000;4100;53;3
16;17;10;35;15.5;0;9;0.4444444444;5126000;3200;42;4
41;9;1;69;24.25;1;5;0.4;1598000;1375;20;11
10;11;1;11;13.8181818182;1;2;1;2409000;1800;25;1
6;4;1;4;18.75;0;1;1;838000;725;8;1
39;4;1;14;27.5;0;1;0;343000;400;5;2
20;21;1;35;16.2;0;4;1;5035000;3650;48;3
3;4;1;4;8.25;0;0;0;1026000;1000;9;1
16;17;3;26;15.6875;0;7;0.5714285714;3846000;3075;41;3
29;30;2;36;17.1379310345;0;10;0.8;8022000;5125;67;1
6;7;1;8;11.7142857143;0;2;1;1391000;1300;15;1
27;28;2;53;17.1481481481;0;13;0.7692307692;6681000;4875;64;3
16;17;1;19;16.5882352941;0;8;1;4257000;3350;40;2
1;2;1;2;5.5;0;0;0;263000;500;3;1
3;4;1;4;7.6666666667;0;0;0;496000;650;8;1
15;1;2;2;0;0;1;0;0;0;0;1
3;4;1;4;8.75;0;0;0;847000;1000;9;1
7;8;1;10;13.125;0;5;0.8;1947000;1825;19;1
3;4;1;4;7.5;0;0;0;731000;1000;9;1
1;2;1;2;5;0;0;0;282000;500;3;1
0;1;1;1;3;0;0;0;113000;250;0;1
5;6;1;6;9.6666666667;0;1;1;1151000;1300;14;1
0;1;1;1;3;0;0;0;150000;250;0;1
42;43;32;118;19.2857142857;0;26;0.6923076923;11227000;7800;103;11
4;5;1;5;8.8;0;1;1;795000;1050;11;1
58;35;8;147;22.2647058824;1;23;0.1304347826;6566000;5200;69;11
39;40;9;74;19.0256410256;0;19;0.6315789474;10848000;6550;89;6
3;4;1;4;7.6666666667;0;0;0;468000;750;9;1
10;11;3;15;13.4;0;2;1;2045000;1875;26;2
58;25;54;143;22.1739130435;0;6;0.8333333333;3638000;2750;36;13
4;5;1;5;8.6;0;1;1;1081000;1150;11;1
1;2;1;2;6.5;0;0;0;282000;500;3;1
34;7;1;13;28.1666666667;0;10;0.6;1108000;800;12;4
10;11;1;13;13.8333333333;1;4;0.75;2231000;2100;26;2
25;26;4;31;17.28;0;8;0.75;5978000;4125;55;2
12;13;1;16;15;0;4;1;2754000;2350;27;1
15;16;2;28;15.8666666667;0;5;0.6;3017000;2300;31;2
1;2;1;2;4.5;0;0;0;263000;500;3;1
39;7;8;24;27.3333333333;0;4;0.5;1268000;1050;13;4
6;7;1;7;11.7142857143;0;2;1;1155000;1275;15;1
0;1;1;1;3;0;0;0;150000;250;0;1
15;16;2;23;15.3125;0;5;0.8;3781000;3000;36;2
2;3;1;6;5;0;0;0;420000;750;6;1
0;1;1;1;3;0;0;0;113000;250;0;1
2;3;1;3;5.6666666667;0;0;0;402000;750;6;1
3;4;1;4;7.5;0;0;0;844000;900;8;1
37;38;1;77;18;1;17;0.8823529412;13860000;7400;97;4
16;17;1;21;15.125;0;4;1;3827000;2825;38;1
7;8;1;12;10;0;2;0.5;1993000;1550;19;1
0;1;1;1;3;0;0;0;113000;250;0;1
16;17;2;22;15.25;0;5;0.8;4853000;3125;40;1
0;1;1;1;3;0;0;0;125000;250;0;1
21;22;9;54;16.9047619048;0;11;0.3636363636;4402000;3275;43;4
16;17;7;27;16.5294117647;0;6;0.5;5188000;3450;41;4
44;4;8;15;19;0;2;0.5;347000;325;4;4
0;1;1;1;3;0;0;0;113000;250;0;1
15;16;2;20;15.1176470588;1;4;1;4889000;3475;44;2
79;17;15;140;20.6666666667;1;22;0.3181818182;2651000;1975;30;12
18;19;1;30;15.6666666667;0;3;0.6666666667;4198000;3400;45;2
10;8;1;9;16.5714285714;0;2;1;1815000;1225;18;1
15;8;1;17;18.5714285714;0;1;1;1699000;1325;17;2
10;11;1;15;14.2727272727;0;2;1;3227000;2325;27;2
6;2;1;2;17;0;2;1;322000;225;2;1
2;3;1;3;7;0;0;0;407000;750;6;1
2;3;1;3;7.3333333333;0;0;0;494000;750;6;1
9;2;3;5;8;1;0;0;1776000;0;6;2
6;7;1;7;10.7142857143;0;2;1;1577000;1450;16;1
0;1;1;1;3;0;0;0;113000;250;0;1
8;9;1;9;12.5;0;4;1;1819000;1825;22;1
13;14;1;17;14.6923076923;0;5;0.6;3153000;2350;32;1
7;8;1;9;13.2857142857;0;2;1;2110000;1475;18;2
0;1;1;1;3;0;0;0;113000;250;0;1
10;11;3;13;14;0;2;1;1951000;1875;26;1
18;19;1;20;15.7368421053;0;6;0.8333333333;5214000;3850;47;1
99;37;26;268;19.75;1;19;0.5263157895;6759000;5525;77;14
39;10;9;39;27.4444444444;0;7;0.4285714286;1612000;1100;17;3
4;5;1;5;9.2;0;1;1;1292000;1250;12;1
4;5;1;5;10;0;1;1;757000;1050;11;1
17;18;2;35;15.8235294118;0;9;0.4444444444;4378000;3150;41;4
5;6;1;6;9.2;0;1;1;996000;975;12;1
16;17;3;26;15.3125;0;6;0.6666666667;4239000;2875;38;2
20;21;5;48;15.1818181818;1;8;0.375;4507000;3275;44;3
19;20;2;26;17.1;0;4;0.75;5452000;3825;48;3
2;3;1;3;3;0;0;0;319000;500;6;1
39;2;3;4;18;0;0;0;260000;250;3;1
60;6;4;34;18.6;0;4;0.75;796000;625;8;6
0;1;1;1;3;0;0;0;113000;250;0;1
9;10;1;11;13.2727272727;1;3;1;2278000;2150;26;1
56;7;3;18;23.3333333333;0;6;0.1666666667;993000;700;11;3
43;44;1;59;19.3023255814;0;18;0.8888888889;11806000;7450;97;4
1;2;2;3;3;0;0;0;113000;250;3;1
4;5;1;5;10.8;0;1;1;1533000;1150;12;1
84;6;4;16;19.8;0;3;0.6666666667;1087000;975;12;2
4;5;1;5;8.8;0;1;1;801000;975;11;1
3;4;1;4;6.75;0;0;0;762000;725;6;2
3;4;1;4;7.5;0;0;0;806000;725;6;1
9;10;4;14;14.5555555556;0;2;1;1793000;1875;23;1
9;10;1;10;13.7;0;1;1;1674000;1600;20;1
20;20;1;30;18.2105263158;0;8;0.625;4971000;3775;48;3
1;2;1;2;4;0;0;0;431000;500;3;1
144;14;1;47;23.7142857143;0;12;0.75;2213000;2175;27;2
19;20;2;31;16.3157894737;0;5;0.8;5312000;3600;47;2
58;59;19;271;19.8448275862;0;20;0.4;12607000;9250;123;12
2;3;1;3;6;0;0;0;489000;750;6;1
6;7;1;7;11.8571428571;0;2;1;1438000;1475;17;1
6;7;2;8;11.1428571429;0;2;0.5;1742000;1750;18;1
1;2;1;2;4;0;0;0;226000;400;3;1
5;6;1;6;10.1666666667;0;1;1;964000;1225;14;1
2;3;1;3;5.6666666667;0;0;0;478000;650;6;1
0;1;1;1;3;0;0;0;150000;250;0;1
5;6;5;10;9.4;0;1;1;1196000;1150;14;1
5;6;1;6;10.8333333333;0;1;1;1227000;1300;13;1
4;5;1;5;10.8;0;1;1;834000;800;9;1
6;6;4;10;10.4444444444;1;1;1;2828000;1500;18;1
1;2;1;2;3.5;0;0;0;251000;500;3;1
15;16;5;20;15.4666666667;0;6;0.6666666667;4167000;3225;40;1
14;15;1;17;16.2666666667;0;4;1;4299000;3025;36;2
44;13;6;39;24.5;0;7;0.2857142857;2005000;1650;23;5
14;15;4;20;15.9285714286;0;7;0.5714285714;3591000;2875;36;3
16;17;1;32;15.4375;0;5;0.8;3890000;2725;36;3
2;3;1;3;7;0;0;0;452000;575;4;1
21;22;2;40;17.1428571429;0;6;0.6666666667;6084000;3850;49;4
0;1;1;1;3;0;0;0;150000;250;0;1
33;9;2;20;20;0;4;0.25;1869000;1450;21;2
13;14;3;17;14.5714285714;0;5;0.8;3959000;2675;33;1
9;10;2;11;14.2222222222;0;3;1;1752000;1875;23;1
10;11;1;18;15.0833333333;1;3;1;2697000;2250;29;3
4;5;1;5;9.2;0;1;1;930000;1150;11;1
57;25;2;143;22.9166666667;1;17;0.1764705882;4575000;4125;56;11
11;1;1;1;24;0;0;0;302000;250;0;1
10;11;2;15;14.8;0;3;0.3333333333;1867000;1975;27;2
11;11;1;15;14.0833333333;1;3;1;2743000;2225;29;1
7;8;1;8;13.875;0;3;1;1653000;1450;17;1
0;1;1;1;3;0;0;0;113000;250;0;1
6;7;1;7;12;0;2;1;1349000;1550;17;1
42;1;61;61;0;0;20;0;0;0;0;10
4;5;2;6;8.2;0;1;0;1167000;1150;11;1
50;51;17;118;19.3;0;21;0.6666666667;11388000;7875;103;9
34;14;1;27;24;0;12;0.5;2982000;2025;26;3
9;10;4;13;14.9;0;2;1;2161000;1950;24;2
4;5;1;5;9.8;0;1;1;894000;1150;11;1
25;26;2;41;17.64;0;12;0.5833333333;6358000;4375;58;2
25;26;2;44;17.32;0;9;0.6666666667;6599000;4575;60;4
18;19;1;33;16.5454545455;1;6;1;4987000;3525;46;3
0;1;1;1;3;0;0;0;113000;250;0;1
4;5;1;5;10.6;0;1;1;1039000;1150;12;1
15;16;3;26;15.4;0;3;1;4015000;3000;40;3
3;4;1;4;7.25;0;0;0;826000;825;7;1
16;17;2;25;15.125;0;5;0.6;4110000;3175;42;1
27;28;7;55;16.8148148148;0;11;0.5454545455;7452000;4875;64;4
5;6;1;6;9.6666666667;0;1;1;1126000;1300;14;1
1;2;1;2;5;0;0;0;363000;500;3;1
6;7;1;7;11.5714285714;0;2;1;1305000;1550;16;1
13;14;2;18;15;0;3;1;3722000;2700;34;1
19;20;1;28;15.9473684211;0;4;1;4671000;3600;47;2
14;15;5;21;15;0;7;0.7142857143;2906000;2775;33;6
10;11;14;25;13.5;0;2;1;2076000;1850;25;2
16;17;2;28;15.4705882353;0;5;1;4452000;3100;38;4
7;7;2;9;12.1111111111;1;3;1;2424000;1650;20;1
16;17;1;24;15.25;0;3;1;3688000;3000;40;1
14;15;1;16;15.0714285714;0;3;1;3603000;2625;35;1
14;15;2;18;15.4;0;5;1;3254000;2650;34;3
29;30;1;47;17.3103448276;0;8;0.875;6746000;5375;71;3
7;4;1;6;18.25;0;2;1;991000;800;7;1
2;3;1;3;6.3333333333;0;0;0;503000;750;6;1
3;4;1;4;8.25;0;0;0;706000;900;9;1
46;47;1;91;18.9787234043;0;21;0.5714285714;13065000;8450;110;9
20;3;1;3;21.6666666667;0;2;1;478000;225;3;1
21;22;3;26;17.380952381;0;6;0.8333333333;5531000;4075;54;1
0;1;1;1;3;0;0;0;113000;250;0;1
3;4;1;4;9;0;0;0;666000;900;8;1
12;13;1;18;14.9285714286;1;7;0.8571428571;4133000;2500;31;3
10;11;3;14;14.9;0;3;1;2072000;1775;24;1
0;1;1;1;3;0;0;0;125000;250;0;1
5;6;1;6;10.3333333333;0;1;1;1122000;1300;14;1
9;10;4;13;14.2222222222;0;2;1;1914000;2075;25;1
9;10;1;10;15.7;0;3;1;1986000;1875;23;1
2;3;1;3;7.6666666667;0;0;0;382000;650;6;1
4;5;1;5;8.4;0;1;1;1140000;1050;10;1
9;10;1;10;14.9;0;3;1;1832000;1775;22;1
0;1;1;1;3;0;0;0;113000;250;0;1
1;2;1;2;4;0;0;0;244000;500;3;1
50;51;10;135;18.9807692308;1;14;0.5714285714;11727000;8575;112;12
4;5;1;5;9;0;1;1;1699000;1250;12;1
41;42;6;87;19.1707317073;1;16;0.625;10636000;7300;95;4
20;21;1;31;16.65;0;4;1;5513000;3350;44;2
4;5;1;5;8.8;0;1;1;909000;1150;11;2
14;4;3;6;19.75;0;1;1;740000;650;7;2
5;6;1;6;9.2;0;1;1;1147000;1250;15;1
21;22;13;44;16.8571428571;0;8;0.625;4849000;3825;49;3
13;14;2;22;15.3076923077;0;3;0.6666666667;2737000;2550;33;3
5;6;1;6;9.2;0;2;0.5;735000;900;11;1
13;14;1;14;15;0;6;1;3351000;2775;34;1
7;8;3;10;12.2857142857;0;3;0.6666666667;1217000;1375;17;1
0;1;1;1;3;0;0;0;113000;250;0;1
12;8;1;14;17.7777777778;1;4;0.75;1591000;1200;18;1
1;2;1;2;6.5;0;0;0;326000;500;3;1
15;16;8;37;15.2;0;7;0.5714285714;3065000;2825;37;3
3;4;1;4;7;0;0;0;640000;900;9;1
1;2;1;2;4;0;0;0;238000;500;3;2
0;1;1;1;3;0;0;0;113000;250;0;1
1;2;1;2;7;0;0;0;363000;500;3;1
16;17;1;32;15.125;0;9;0.4444444444;3233000;2750;36;3
15;16;2;21;16.3333333333;0;4;1;3952000;2500;32;1
3;4;1;6;8;0;0;0;664000;1000;9;1
5;6;1;6;11.1666666667;0;2;1;1341000;1500;15;1
13;14;7;24;14.9230769231;0;5;0.6;3556000;2700;36;2
5;6;1;7;11.7142857143;1;1;1;1530000;1500;15;2
3;4;1;4;7.75;0;0;0;665000;900;9;1
3;4;1;4;6.75;0;0;0;846000;1000;9;1
33;34;5;73;17.9393939394;0;20;0.5;8271000;5425;72;8
0;1;1;1;3;0;0;0;113000;250;0;1
27;28;7;85;17.037037037;0;13;0.4615384615;5954000;4775;61;5
21;22;6;45;16.619047619;0;6;1;5246000;3600;49;3
3;4;1;5;10.5;0;0;0;1836000;1000;9;1
13;7;2;8;18.4285714286;0;1;1;1403000;975;14;1
25;26;2;41;17.08;0;15;0.6;6695000;4675;61;4
42;43;2;74;18.9069767442;1;23;0.6086956522;12714000;7750;103;2
16;17;2;22;15.8823529412;0;6;1;4405000;3425;40;2
6;7;1;8;11;0;2;1;1777000;1475;17;2
11;12;1;19;14.2727272727;0;2;1;2181000;2225;28;2
5;6;1;6;10.8;0;1;1;1176000;975;12;1
6;7;1;7;11.4285714286;0;2;1;1975000;1650;17;1
25;1;5;5;0;0;2;0;0;0;0;2
50;10;1;25;21.375;1;5;0.8;1259000;1125;17;3
9;10;1;10;14.5;0;3;1;2149000;1850;23;1
1;2;1;2;7.5;0;0;0;800000;500;3;1
10;11;5;19;16;0;7;0.4285714286;2090000;2050;27;6
2;3;1;3;6.6666666667;0;0;0;370000;475;5;1
1;2;1;2;5;0;0;0;294000;500;3;1
20;21;2;29;17;0;5;0.8;4820000;3625;48;2
21;22;8;40;17.2857142857;0;7;0.4285714286;5021000;3625;48;5
33;20;5;52;21.6842105263;0;6;0.6666666667;3979000;2450;35;6
0;1;1;1;3;0;0;0;113000;250;0;1
55;17;9;101;21.8;1;15;0.2666666667;3187000;2250;32;12
2;3;1;3;5.6666666667;0;0;0;522000;750;6;1
0;1;1;1;3;0;0;0;113000;250;0;1
8;3;1;3;23.6666666667;0;1;1;884000;650;5;1
0;1;1;1;3;0;0;0;175000;250;0;1
46;3;9;13;11;0;3;0.3333333333;341000;325;4;2
37;38;9;102;18.9736842105;1;18;0.6666666667;9227000;6250;84;10
2;3;1;3;7;0;0;0;439000;750;6;1
21;22;6;35;16.8571428571;0;10;0.5;4580000;3475;46;3
1;2;1;2;5;0;0;0;232000;400;3;1
49;50;6;107;19.2857142857;0;20;0.75;11783000;8575;113;7
2;3;1;3;6.3333333333;0;0;0;438000;750;6;1
16;17;3;29;15.8125;0;3;0.6666666667;3752000;3025;38;3
52;53;12;222;19.7358490566;1;24;0.2916666667;13956000;9450;120;10
9;10;4;17;14.2;0;2;1;1881000;1675;21;3
42;10;5;75;23;1;4;0.5;1587000;1300;19;8
2;3;1;3;6.6666666667;0;0;0;373000;750;6;1
3;4;1;4;7;0;0;0;928000;900;8;2
8;9;2;13;12.375;0;2;1;2036000;1725;21;2
58;1;5;5;0;0;0;0;0;0;0;1
1;2;1;2;5;0;0;0;238000;500;3;1
49;8;1;44;19.4285714286;0;3;1;1101000;1300;16;10
33;34;5;59;17.696969697;0;14;0.7142857143;8344000;5575;77;7
10;11;1;21;14.2;0;4;0.5;2251000;2050;27;1
4;5;1;5;9.8;0;1;1;1628000;1250;12;1
33;34;2;68;17.7058823529;1;18;0.6666666667;8489000;6075;79;7
5;6;3;8;9.6;0;2;0.5;1088000;1050;13;1
35;2;4;6;30;0;1;0;270000;250;3;1
6;7;1;7;10.1666666667;0;3;0.6666666667;1175000;1300;16;1
33;19;4;47;23.7222222222;0;13;0.5384615385;3431000;2025;29;7
9;10;3;12;13.5555555556;0;3;1;1684000;1950;24;2
10;11;4;27;13.9444444444;1;6;0.8333333333;3293000;2150;28;5
3;4;1;4;7.25;0;0;0;643000;900;9;1
13;14;5;19;14.4615384615;0;5;0.6;4573000;2825;36;1
44;45;2;87;19.0444444444;0;14;0.6428571429;11592000;7925;103;10
5;6;4;9;9;0;2;0.5;1139000;1150;14;2
15;16;2;22;16;0;4;1;4260000;3025;40;2
46;4;2;6;15.3333333333;0;3;0.6666666667;367000;300;4;1
0;1;1;1;3;0;0;0;125000;250;0;1
4;5;1;5;9;0;1;1;1126000;1150;11;1
9;1;1;1;0;0;0;0;0;0;0;1
10;11;5;18;14.3;0;2;1;1952000;1675;22;6
6;7;1;7;12.4285714286;0;2;1;1731000;1475;17;1
16;1;6;6;0;0;0;0;0;0;0;2
21;22;8;44;16.5714285714;0;6;0.5;4946000;3550;46;3
5;6;1;6;9.2;0;1;1;1060000;1075;13;1
86;14;38;81;19.9230769231;0;6;0.5;2937000;2450;33;8
16;17;6;53;15.3870967742;1;10;0.6;7649000;3550;46;4
3;4;1;4;7.75;0;0;0;626000;725;7;1
8;9;1;11;13.8888888889;0;2;0.5;2419000;1900;20;1
5;6;1;7;11.7142857143;1;1;1;1405000;1400;14;1
79;33;7;135;20.375;1;25;0.6;5342000;4550;61;8
41;42;1;61;18.6341463415;0;24;0.625;11382000;7225;96;4
21;22;2;36;16.8181818182;0;7;1;4636000;3650;48;5
39;5;3;18;26.25;0;8;0.125;1126000;725;9;4
25;26;2;34;17.32;0;8;0.75;6793000;4725;60;6
5;6;2;7;9.2;0;1;1;1124000;1150;14;2
58;1;10;10;0;0;0;0;0;0;0;3
25;26;3;37;16.6666666667;1;12;0.6666666667;7416000;4650;62;1
0;1;1;1;3;0;0;0;125000;250;0;1
39;2;3;7;18;0;0;0;254000;250;3;2
18;4;3;7;19.5;1;3;0.3333333333;663000;350;6;1
3;4;1;4;7;0;0;0;868000;1000;9;1
4;5;1;5;9.4;0;1;1;1180000;1250;12;1
3;4;1;4;6;0;0;0;571000;625;6;1
31;2;15;16;38;0;6;0.1666666667;151000;150;2;3
9;10;1;12;13.8;0;3;0.6666666667;1866000;1850;23;1
1;2;1;2;3;0;0;0;125000;250;3;1
40;2;2;6;16;1;0;0;131000;0;3;1
13;14;7;28;14.8461538462;0;6;0.5;2666000;2425;32;3
0;1;1;1;3;0;0;0;113000;250;0;1
58;59;9;108;19.6896551724;0;17;0.7058823529;15580000;10525;138;4
42;43;14;110;19.4047619048;0;23;0.6956521739;11778000;7125;93;10
9;10;5;14;14;0;4;0.5;1559000;1700;21;2
0;1;1;1;3;0;0;0;113000;250;0;1
7;8;2;10;13.625;0;2;0.5;1804000;1475;17;1
14;15;2;29;15.2857142857;0;3;1;3125000;2450;33;2
6;7;1;7;11.7142857143;0;2;1;1639000;1650;18;1
2;3;1;3;8;0;0;0;471000;750;6;1
0;1;1;1;3;0;0;0;113000;250;0;1
26;22;1;31;18.5238095238;0;8;0.625;3883000;2600;37;2
5;6;1;7;9.8333333333;0;1;0;1385000;1300;13;1
33;7;3;12;20.6666666667;0;5;0.6;1506000;800;13;1
4;5;1;5;8.2;0;1;1;993000;1150;11;1
1;2;1;2;5.5;0;0;0;656000;500;3;1
34;15;9;30;24.2857142857;0;4;0.75;3180000;2100;28;4
2;3;1;3;8.3333333333;0;0;0;521000;750;6;1
6;7;1;7;10.7142857143;0;2;1;1928000;1300;15;1
3;4;1;4;7;0;0;0;936000;1000;9;1
0;1;1;1;3;0;0;0;150000;250;0;1
9;10;2;14;13.7777777778;0;2;1;1726000;1775;22;1
7;8;1;8;13.125;0;2;1;2146000;1725;19;1
50;9;9;24;20.625;0;5;0.6;1245000;1275;16;5
11;12;1;12;13.6363636364;0;2;1;2484000;2300;31;1
4;5;2;6;8.75;0;1;0;727000;900;11;2
64;15;4;71;21.5;0;11;0.2727272727;3359000;2000;28;9
9;10;2;12;13.1;0;2;1;1954000;1975;24;2
17;18;1;45;16.1764705882;0;4;0.75;4198000;2850;38;4
79;23;22;168;20.4782608696;1;15;0.3333333333;3555000;2325;33;9
1;2;1;2;5.5;0;0;0;263000;500;3;1
21;22;1;26;16.8095238095;0;9;0.7777777778;4767000;3650;49;4
5;1;1;1;0;0;1;0;0;0;0;1
0;1;1;1;3;0;0;0;113000;250;0;1
0;1;1;1;3;0;0;0;113000;250;0;1
58;15;25;110;21.375;1;15;0.2666666667;2920000;2250;31;10
3;4;1;4;7.25;0;0;0;599000;900;9;1
0;1;1;1;3;0;0;0;113000;250;0;1
65;1;5;5;0;0;0;0;0;0;0;1
5;6;1;6;11.5;0;1;1;1624000;1300;13;1
16;17;3;32;15;0;4;0.75;4694000;3100;40;3
10;11;5;15;14.3;0;4;0.75;2183000;2050;26;1
1;2;1;2;6;0;0;0;276000;500;3;1
37;4;2;14;26.3333333333;0;0;0;826000;575;7;5
13;14;5;18;15.0769230769;0;3;1;3624000;2600;35;2
9;10;2;12;13.7777777778;0;1;1;2309000;1775;22;2
50;51;23;150;19.42;0;26;0.5;12490000;8500;111;9
13;14;2;16;16.0769230769;0;5;0.8;3506000;2825;37;1
50;51;26;227;19.6078431373;1;33;0.4242424242;12074000;8675;113;9
10;11;3;16;14.2;0;2;0.5;1660000;1675;23;2
33;3;5;7;21;0;2;1;483000;250;6;1
8;9;1;15;12.5;0;3;1;1462000;1375;17;2
1;2;1;2;3;0;0;0;226000;400;3;1
21;22;1;43;17.0952380952;0;6;0.5;4664000;3375;44;3
6;7;1;9;9.7142857143;0;2;1;1684000;1475;17;2
32;33;1;42;17.8181818182;0;11;0.8181818182;8923000;5600;73;4
49;16;10;114;21.2142857143;0;18;0.2222222222;2459000;1850;27;10
33;3;3;7;21.5;0;2;0.5;251000;75;3;1
0;1;1;1;3;0;0;0;113000;250;0;1
6;7;2;9;9.5;0;2;0.5;1217000;1300;16;1
15;16;7;26;15.6666666667;0;3;1;3867000;2925;37;3
2;3;1;3;5;0;0;0;313000;400;4;1
50;4;11;23;27;0;2;0;669000;400;5;5
62;13;15;120;21.4666666667;1;22;0.2272727273;2692000;1850;25;10
20;21;1;61;16.65;0;4;0.5;4797000;3825;49;3
1;2;1;2;6;0;0;0;288000;500;3;1
6;7;2;9;11.4285714286;0;2;0.5;1282000;1375;16;1
3;4;1;4;6.5;0;0;0;754000;1000;9;1
58;59;1;113;19.6166666667;1;29;0.6551724138;14675000;10000;135;11
55;1;7;7;16;1;4;0.25;114000;0;1;2
1;2;1;2;4.5;0;0;0;382000;500;3;1
0;1;1;1;3;0;0;0;163000;250;0;1
6;7;2;9;11.5;1;3;0.3333333333;1355000;1400;17;2
16;3;9;12;14;0;0;0;546000;300;4;2
4;5;1;5;10.2;0;1;1;914000;900;8;1
42;8;2;13;24.7142857143;0;1;1;1604000;1125;14;2
58;59;21;291;19.8305084746;1;40;0.425;13650000;9600;126;10
1;2;1;2;3;0;0;0;238000;500;3;1
1;2;1;2;5;0;0;0;263000;500;3;1
1;2;1;2;5;0;0;0;351000;500;3;1
14;1;2;2;18;0;0;0;191000;150;0;1
3;4;1;4;8.25;0;0;0;1013000;1000;9;2
0;1;1;1;3;0;0;0;113000;250;0;1
20;21;2;35;17.15;0;5;0.8;4232000;3550;47;2
37;12;1;42;24.1818181818;0;2;0.5;2695000;1825;25;5
0;1;1;1;3;0;0;0;150000;250;0;1
40;8;1;13;24.75;0;2;1;1725000;1375;14;2
15;16;3;27;15.4;0;4;1;3807000;2725;35;4
1;2;1;2;4.5;0;0;0;263000;500;3;1
0;1;2;2;3;0;0;0;113000;250;0;1
25;26;3;40;16.6153846154;1;12;0.6666666667;8090000;4750;61;5
10;11;1;11;14.2;0;2;1;1849000;1950;27;1
5;6;3;8;10.2;0;1;1;1230000;1150;14;1
33;34;3;76;16.9117647059;1;15;0.7333333333;9486000;6050;81;9
2;3;1;3;7;0;0;0;426000;750;6;1
0;1;1;1;3;0;0;0;113000;250;0;1
12;13;1;21;15.2307692308;0;3;1;3995000;2900;35;2
15;16;3;33;15.1333333333;0;4;0.5;3672000;3025;39;4
0;1;1;1;3;0;0;0;150000;250;0;1
21;22;1;37;16.380952381;0;10;0.6;5136000;3850;50;5
5;6;1;6;10.6666666667;0;1;1;924000;1200;13;1
3;4;1;4;8;0;0;0;569000;900;9;1
8;9;1;9;14.4444444444;0;2;1;2265000;1875;20;1
3;4;1;5;7.75;0;0;0;1043000;1000;9;1
14;12;2;29;17.6;1;2;1;5223000;2050;33;2
26;27;1;44;16.6296296296;0;9;0.7777777778;7588000;4950;61;3
